Targa,Nome,Cognome,Age,Marca,NumCilindri,Cv,Prezzo,Data_Immatricolazione,Data_Acquisto,Data_Assicurazione
CG686IM,"Marxiano","Gatti",59,Subaru,four,73,"7053",2004/04/03,2007/12/11,2015/12/10
DH074YD,"Ritanna","De Luca",87,Chevrolet,three,48,"5151",2011/05/07,2012/06/07,2014/12/31
CN133LD,"Gerolamo","Santini",57,Toyota,four,70,"8058",2008/03/28,2014/04/11,2015/06/22
CK380WD,"Nazzarino","Guidi",55,Volkswagen,five,110,"13295",2000/09/15,2007/05/25,2007/09/30
AI502UY,"Sabrina","Longo",65,Peugot,four,97,"12440",1989/12/21,2012/10/05,2013/04/06
AU702II,"Turido","Ferrero",83,Audi,five,110,"17710",1995/06/15,1998/03/21,1998/07/03
CR488AO,"Doretta","Grassi",74,Mitsubishi,four,145,"14489",1997/03/19,2013/07/07,2015/09/14
DV615GI,"Corindo","Colombo",88,Bmw,four,101,"16430",2005/08/08,2013/07/03,2013/10/24
DP431MD,"Dalciso","Mazza",23,Mitsubishi,four,68,"6189",2005/10/12,2013/07/25,2014/02/01
DL772WX,"Ameglio","Cirillo",81,Volvo,four,114,"16515",1989/12/29,1993/05/15,2000/12/16
CM240RM,"Parida","Bianchi",73,Jaguar,six,176,"35550",2006/10/03,2011/11/07,2011/12/25
BC426FJ,"Maido","Ferri",63,Peugot,four,95,"17950",2004/01/30,2015/01/19,2015/12/21
BT684RI,"Filippino","Barone",35,Mazda,four,84,"10595",2002/02/02,2004/01/05,2011/12/08
AK518PS,"Oretta","Moretti",88,Nissan,six,152,"13499",2007/07/07,2009/12/10,2012/08/08
EE658JN,"Bice","Ferrara",41,Toyota,four,92,"9988",1991/04/12,2005/11/22,2010/10/09
BH046VE,"Prospero","Amato",75,Saab,four,160,"18150",2005/05/13,2012/03/14,2014/04/13
DA152VM,"Raniero","Costantini",69,Peugot,four,95,"16695",2001/02/13,2013/09/02,2014/10/07
CV352ZH,"Oneda","Rizzi",78,Mitsubishi,four,116,"9279",1994/09/20,1995/02/06,2015/02/27
EN805DE,"Luano","Giuliani",61,Volkswagen,four,68,"13845",1991/05/14,1991/09/22,2000/10/22
DJ542NC,"Odorinda","Perrone",88,Peugot,four,95,"13860",2013/04/13,2014/03/23,2015/12/30
EQ608NE,"Giancarla","Bruno",66,Audi,five,160,"16500",2009/12/11,2011/10/27,2012/05/25
DI124SO,"Doriano","Cattaneo",36,Renault,four,68,"9895",1996/04/12,2008/01/01,2008/08/24
ES754YK,"Nelio","Sartori",85,Mercedes-benz,eight,155,"34184",1992/07/07,2002/12/16,2012/06/18
BB818TK,"Tito","Perrone",49,Nissan,four,69,"7349",2005/02/13,2007/02/28,2012/10/28
BD634BY,"Quintillo","Gentile",85,Honda,four,86,"8845",2008/07/02,2013/04/02,2015/11/10
BD648KQ,"Melindo","Vitali",40,Plymouth,four,68,"6692",2005/11/24,2010/10/14,2013/07/05
BE356QP,"Tereso","Palmieri",19,Plymouth,four,68,"7609",1996/04/25,2012/08/10,2015/07/13
BW131WR,"Novarina","Costantini",83,Volvo,six,134,"21485",1996/10/10,2007/06/10,2013/10/09
AS240PC,"Manila","Santini",49,Toyota,four,116,"11549",1994/02/01,2010/01/05,2010/07/09
CD220BJ,"Esuberanzio","Antonelli",22,Isuzu,four,70,"16500",1998/09/12,2013/07/31,2014/01/19
BM335OK,"Altobrando","Milani",82,Mitsubishi,four,102,"7689",2004/01/27,2007/10/04,2010/07/21
AJ571OZ,"Fulcieri","Fusco",62,Isuzu,four,90,"11048",1994/04/06,2012/02/08,2013/05/20
BE227WE,"Isonzo","Riva",65,Toyota,four,112,"9538",2000/02/02,2006/08/03,2009/06/12
AF532PT,"Isonzo","Riva",65,Jaguar,twelve,262,"36000",2012/04/10,2012/12/04,2014/10/03
EF863XL,"Sisto","Farina",61,Subaru,four,82,"7463",2006/02/06,2011/11/17,2014/04/06
DG125DG,"Sisto","Farina",61,Subaru,four,111,"11694",1995/12/01,2003/01/18,2004/02/17
EY372BK,"Uberto","Fabbri",44,Volkswagen,four,90,"9980",1999/06/09,2015/11/11,2016/04/17
BP824UP,"Uberto","Fabbri",44,Mercedes-benz,eight,184,"45400",2002/12/28,2007/12/31,2015/01/08
DV402IY,"Yole","Perrone",26,Isuzu,four,70,"16500",1999/12/06,2015/07/23,2016/04/04
CZ145VJ,"Yole","Perrone",26,Mitsubishi,four,116,"9279",1996/05/18,2005/06/08,2011/05/15
CJ467BG,"Gioela","Fabbri",71,Saab,four,160,"18150",1995/10/19,2012/10/21,2015/05/14
DZ331VS,"Gioela","Fabbri",71,Peugot,four,95,"17075",1999/01/19,2006/11/30,2014/03/15
EB202JF,"Manlio","Gargiulo",44,Bmw,six,182,"30760",1995/08/28,2014/11/25,2016/02/26
DN830KN,"Manlio","Gargiulo",44,Toyota,four,62,"7898",2001/01/27,2011/07/13,2013/05/22
EO221QO,"Florestana","Marini",51,Dodge,four,68,"6692",2001/09/03,2010/08/04,2014/03/14
CA834VA,"Florestana","Marini",51,Dodge,four,102,"7957",1994/06/30,2012/12/28,2013/01/31
BD476VW,"Furio","Ferraro",56,Mercedes-benz,eight,155,"35056",2007/08/18,2013/10/12,2014/01/23
CA466TZ,"Furio","Ferraro",56,Volkswagen,four,52,"7775",1995/05/05,2001/03/14,2011/08/11
CX513YR,"Oronzo","Ferri",19,Mazda,four,120,"18280",2006/03/02,2014/10/10,2016/01/13
BL761WW,"Oronzo","Ferri",19,Porsche,four,143,"22018",2009/04/27,2015/04/18,2015/07/20
BA034OE,"Divino","Monaco",56,Bmw,six,121,"21105",2003/10/01,2011/07/13,2014/10/11
CT122EF,"Divino","Monaco",56,Renault,four,68,"9295",2008/08/22,2011/03/23,2012/07/11
CS171HA,"Cosimo","Pastore",37,Subaru,four,73,"7603",1999/02/07,2008/01/10,2010/11/22
AF870MO,"Cosimo","Pastore",37,Dodge,four,102,"7957",1998/12/25,2005/03/21,2006/04/17
DA114DZ,"Chiaro","Neri",20,Audi,five,110,"18920",2008/10/24,2010/01/16,2012/04/22
EQ133KT,"Chiaro","Neri",20,Dodge,four,68,"7609",2002/04/28,2013/12/26,2015/02/27
DY646MT,"Egide","Ceccarelli",45,Toyota,four,70,"8358",1991/09/22,2012/08/01,2016/04/11
BB401ZN,"Egide","Ceccarelli",45,Subaru,four,82,"7126",2004/04/22,2013/12/22,2013/12/30
EL337GT,"Fortezza","Napolitano",72,Bmw,six,182,"41315",2006/10/23,2011/08/03,2012/10/28
EK113NL,"Fortezza","Napolitano",72,Peugot,four,97,"12440",1995/06/26,1996/03/03,2007/05/17
AZ876DZ,"Gesuina","Napolitano",26,Toyota,four,70,"7198",2006/03/07,2011/11/16,2014/09/28
DQ052MZ,"Gesuina","Napolitano",26,Audi,five,110,"18920",1992/08/06,2006/11/29,2012/05/27
CS244DX,"Pompilio","Piazza",26,Nissan,four,69,"7499",2007/09/10,2011/10/09,2014/02/08
AB138GV,"Pompilio","Piazza",26,Toyota,four,70,"8058",2011/01/28,2012/08/01,2012/11/16
AN508JL,"Dimmo","Pinna",53,Peugot,four,97,"16630",2000/12/07,2013/10/27,2015/04/25
AF104JF,"Dimmo","Pinna",53,Porsche,six,207,"34028",1999/08/30,2002/06/29,2003/12/17
EW411NW,"Iginia","Ferrara",53,Mitsubishi,four,116,"9279",1997/03/18,2014/01/30,2016/02/04
AV760RJ,"Iginia","Ferrara",53,Toyota,four,70,"7198",2010/05/06,2015/06/02,2015/06/09
EX443KZ,"Rebecca","Di Stefano",73,Mazda,four,68,"6795",1993/10/21,2011/11/16,2013/12/07
BY505FP,"Rebecca","Di Stefano",73,Mazda,four,72,"18344",1995/10/08,2008/12/13,2009/05/10
CI384AL,"Pupa","Farina",32,Toyota,six,156,"15750",1999/08/11,1999/10/29,2008/06/13
EK060DY,"Pupa","Farina",32,Mitsubishi,four,116,"9279",1989/01/07,1990/07/02,2000/12/18
AY507ZN,"Emerica","Valente",63,Dodge,four,68,"5572",2004/07/29,2015/11/08,2016/01/20
CT374LP,"Emerica","Valente",63,Mercedes-benz,five,123,"25552",2003/08/26,2015/11/06,2015/12/04
DJ157VK,"Canciano","Aiello",25,Audi,five,110,"15250",2004/04/04,2014/05/31,2014/09/22
DG334PI,"Canciano","Aiello",25,Renault,four,68,"9295",1996/11/18,2008/09/15,2010/12/19
EP032MB,"Oscar","Ferrari",30,Mercedes-benz,eight,155,"35056",2002/04/23,2004/04/06,2007/03/25
CF770AM,"Oscar","Ferrari",30,Honda,four,86,"9095",2010/08/07,2014/06/03,2015/07/02
CX212GO,"Iginio","Aiello",62,Mazda,four,64,"10795",1991/06/30,1999/03/09,2009/12/01
EF508KC,"Iginio","Aiello",62,Subaru,four,82,"7126",1997/06/05,2008/07/28,2015/09/29
AX507YK,"Fridda","Colombo",27,Nissan,four,69,"7799",2000/11/28,2009/08/26,2011/10/16
CT778JD,"Fridda","Colombo",27,Jaguar,six,176,"35550",2003/11/25,2007/06/22,2007/07/25
AP117NS,"Desdemona","Calabrese",28,Subaru,four,94,"10198",1998/12/21,2016/02/15,2016/03/09
CW162ZY,"Desdemona","Calabrese",28,Bmw,four,101,"16430",1994/11/28,1995/12/07,2003/03/26
BQ472YQ,"Clemen","Sanna",63,Mercedes-benz,five,123,"28248",2006/12/16,2010/04/08,2014/01/21
CS573DW,"Clemen","Sanna",63,Renault,four,68,"9295",2001/10/24,2012/06/02,2015/01/06
DU140KC,"Velino","Rinaldi",75,Plymouth,four,145,"12764",1998/01/27,2012/12/08,2014/12/23
EE061ZW,"Velino","Rinaldi",75,Subaru,four,73,"7603",2005/06/06,2012/12/26,2013/05/29
CF033ZI,"Glorio","Marchetti",56,Mitsubishi,four,145,"12629",1989/12/22,1993/08/21,2003/04/22
EM551DG,"Glorio","Marchetti",56,Nissan,six,152,"13499",2006/08/28,2008/03/05,2011/04/16
CW584UP,"Dorino","Ruggeri",51,Jaguar,twelve,262,"36000",2002/11/17,2009/10/11,2012/06/02
AU345IF,"Dorino","Ruggeri",51,Volkswagen,four,52,"7775",2009/01/27,2016/03/03,2016/03/20
EV618FV,"Rusco","De Rosa",61,Dodge,four,68,"6377",2008/02/25,2015/05/04,2015/07/26
CR676ZC,"Rusco","De Rosa",61,Mazda,two,101,"13645",2002/05/23,2006/05/02,2011/07/16
BR147DH,"Adia","Barone",40,Subaru,four,94,"9960",2002/10/25,2010/08/06,2012/10/23
CJ742ZL,"Adia","Barone",40,Renault,four,68,"9895",1994/07/23,2015/05/19,2016/02/14
AS327UF,"Lavinio","Rinaldi",78,Honda,four,86,"9095",2007/01/14,2013/06/02,2014/11/22
EY006NX,"Lavinio","Rinaldi",78,Toyota,four,116,"11199",2004/03/08,2012/03/30,2015/01/07
CH386XH,"Mirocleto","Longo",23,Mazda,four,84,"10595",2012/03/19,2012/04/16,2016/02/20
DW378GH,"Mirocleto","Longo",23,Isuzu,four,90,"11048",1998/10/18,2005/01/07,2010/08/11
CR521ZG,"Vana","Bruni",51,Dodge,four,102,"7957",1989/02/21,2011/10/08,2012/05/04
BW286IQ,"Vana","Bruni",51,Honda,four,86,"7895",2001/03/24,2005/09/02,2007/11/19
EJ408RW,"Oriana","Cattaneo",74,Nissan,six,152,"13499",1998/08/07,2000/10/28,2009/03/03
CE882GX,"Oriana","Cattaneo",74,Chevrolet,four,70,"6575",1996/11/15,2013/01/21,2014/09/13
EP163ZT,"Aralda","Lombardi",35,Mazda,two,135,"15645",2012/01/02,2013/03/14,2016/04/06
AN016VS,"Aralda","Lombardi",35,Mitsubishi,four,68,"6189",1994/05/16,2011/04/11,2015/09/19
AQ144AA,"Toto","De Simone",67,Toyota,six,161,"15998",1994/01/27,2007/02/11,2013/07/21
CH424RF,"Toto","De Simone",67,Peugot,four,95,"16695",2005/08/15,2009/08/09,2015/10/31
DZ834BY,"Fesio","Benedetti",50,Volkswagen,four,68,"9495",2004/11/27,2016/01/19,2016/04/06
AZ862RK,"Fesio","Benedetti",50,Volvo,four,114,"12940",1992/06/06,2002/04/30,2015/06/07
BN005SA,"Durando","Messina",61,Mercedes-benz,five,123,"31600",2008/02/04,2012/07/13,2014/12/18
CK503LI,"Durando","Messina",61,Dodge,four,68,"6229",2005/03/31,2014/11/30,2015/05/16
BN285RN,"Doriano","Di Stefano",71,Peugot,four,142,"18150",2002/08/31,2010/04/02,2013/11/03
CS378RF,"Doriano","Di Stefano",71,Toyota,four,112,"9538",2013/04/30,2014/08/29,2015/07/14
EF222QD,"Eliso","De Simone",70,Toyota,four,70,"8238",2000/11/10,2015/01/16,2015/08/22
EC313ZU,"Eliso","De Simone",70,Subaru,four,111,"11259",2009/01/04,2015/08/07,2016/03/01
BN414BO,"Orfilia","Piccolo",25,Toyota,six,156,"15750",2012/08/06,2012/12/01,2014/04/18
AJ142UJ,"Orfilia","Piccolo",25,Audi,five,110,"18920",1991/12/28,2008/08/16,2014/02/05
EC204VK,"Maggino","Ferri",22,Subaru,four,111,"11259",1990/07/11,1996/01/21,2000/02/02
DO013OX,"Maggino","Ferri",22,Volkswagen,four,85,"7975",2010/09/27,2011/04/15,2015/08/11
EU580MC,"Rubello","Conte",79,Dodge,four,102,"8558",1997/03/02,2013/12/19,2015/10/05
AA625DQ,"Rubello","Conte",79,Honda,four,60,"5399",2003/09/11,2007/10/31,2010/01/12
EJ887AX,"Pascasio","Costantini",44,Dodge,four,68,"7609",2011/11/19,2012/12/22,2013/08/04
BE266OW,"Pascasio","Costantini",44,Nissan,six,160,"18399",2007/05/31,2007/08/27,2012/09/02
EV160RZ,"Fortino","Martini",67,Volvo,four,162,"18950",2012/03/07,2013/10/18,2014/11/30
BQ683XZ,"Fortino","Martini",67,Nissan,four,69,"6849",1995/07/13,2008/09/27,2012/08/20
DO584VY,"Aldemaro","Neri",56,Honda,four,76,"7295",2005/04/05,2007/08/30,2014/01/26
BB507NH,"Aldemaro","Neri",56,Nissan,four,97,"9549",2007/09/26,2008/12/07,2016/03/18
EE440JG,"Decio","Farina",44,Volkswagen,four,85,"7975",2009/12/24,2012/10/08,2015/12/29
AL581KL,"Decio","Farina",44,Volkswagen,four,52,"7995",2006/07/02,2011/04/23,2016/01/29
DL306QK,"Euplio","Monaco",35,Toyota,four,70,"9258",2010/02/08,2016/01/06,2016/02/10
BD018DH,"Euplio","Monaco",35,Toyota,four,92,"8948",1992/07/21,1999/10/31,2003/09/12
DZ703DT,"Ivrea","Pellegrino",49,Honda,four,76,"7295",1991/04/04,2014/09/30,2015/12/27
CV042HY,"Ivrea","Pellegrino",49,Mazda,two,101,"13645",1996/02/18,1998/03/07,2012/04/19
DQ087GU,"Polinice","Pastore",45,Subaru,four,82,"7775",1995/09/09,2011/05/29,2013/10/18
CR260GN,"Polinice","Pastore",45,Subaru,four,82,"7463",2010/11/24,2016/02/11,2016/03/28
EX000QF,"Benozzo","Esposito",44,Honda,four,86,"7895",1993/08/05,1998/08/02,2012/07/14
BQ585SK,"Benozzo","Esposito",44,Saab,four,110,"12170",2007/12/14,2013/11/03,2014/02/28
DN023SA,"Cristofora","Carbone",69,Volkswagen,four,68,"13845",1999/01/15,2013/07/21,2014/01/03
EP521ZU,"Cristofora","Carbone",69,Porsche,eight,288,"16500",2006/12/01,2008/10/11,2009/05/18
BN810OD,"Fabriano","Pastore",36,Subaru,four,82,"9233",2005/02/18,2011/07/22,2015/06/30
EO855SU,"Fabriano","Pastore",36,Honda,four,58,"6479",2001/01/26,2004/08/27,2005/03/09
DC718FW,"Cavallotti","Palumbo",35,Mitsubishi,four,88,"8499",1997/06/06,2007/06/22,2008/10/09
AX215XJ,"Cavallotti","Palumbo",35,Mazda,two,101,"11845",1998/04/23,2014/05/04,2015/11/04
EU577CB,"Guerino","Ferri",71,Mercedes-benz,five,123,"28248",2012/09/26,2015/01/07,2015/09/19
CP771LM,"Guerino","Ferri",71,Toyota,four,70,"9258",2000/06/13,2010/04/09,2010/11/11
DY006LF,"Giamaria","Moretti",20,Toyota,four,70,"6938",1991/03/06,2012/01/22,2015/04/07
AJ825IJ,"Giamaria","Moretti",20,Dodge,four,68,"5572",1989/10/31,1996/03/09,2014/03/10
DF050NQ,"Ezechia","Sorrentino",74,Saab,four,160,"18150",1996/03/07,2000/06/28,2005/01/13
EP705GX,"Ezechia","Sorrentino",74,Plymouth,four,68,"5572",1991/12/10,2000/12/13,2011/11/02
EM846XN,"Remedino","Catalano",39,Toyota,four,116,"17669",2001/07/12,2003/06/18,2005/07/24
AN071GL,"Remedino","Catalano",39,Porsche,six,207,"37028",2008/05/16,2014/08/25,2015/03/15
BF758UH,"Elisena","Palmieri",36,Porsche,six,207,"32528",1998/07/08,2005/03/11,2008/02/01
AD000FX,"Elisena","Palmieri",36,Toyota,four,56,"7898",2005/08/24,2005/10/13,2013/11/26
DN814ZX,"Ermengarda","Ricci",74,Dodge,four,145,"12964",1991/05/10,2005/10/07,2014/08/04
BO545GT,"Ermengarda","Ricci",74,Toyota,six,161,"16558",1992/02/24,2013/02/19,2013/06/05
DH786AQ,"Alipia","Antonelli",22,Toyota,four,116,"8449",1989/01/16,1991/09/04,2007/05/20
EA246TA,"Alipia","Antonelli",22,Toyota,four,62,"6488",1998/06/25,2011/03/02,2013/11/21
BL018CT,"Nellino","Marra",25,Subaru,four,82,"7463",2000/10/25,2013/08/25,2014/11/20
AM850EA,"Nellino","Marra",25,Bmw,four,101,"16430",2008/12/07,2009/10/17,2015/08/11
CB065SZ,"Egisto","Ferro",39,Nissan,six,152,"13499",2003/04/30,2004/08/09,2009/09/10
CG141UQ,"Egisto","Ferro",39,Toyota,four,70,"8358",2007/06/24,2015/07/12,2016/01/24
BK440RP,"Fois","Messina",55,Chevrolet,four,70,"6295",1996/04/07,2013/11/07,2015/06/05
AF080BS,"Fois","Messina",55,Subaru,four,82,"7463",1992/02/10,2008/05/27,2011/09/12
AZ216DN,"Alvezio","Guerra",75,Audi,four,102,"13950",1998/06/28,2013/08/09,2014/01/27
EJ561CJ,"Alvezio","Guerra",75,Plymouth,four,88,"8921",1992/08/31,2012/01/10,2013/02/19
EZ212HQ,"Quinta","Ferrero",65,Peugot,four,95,"16900",2002/09/17,2013/03/29,2013/05/28
DK834HO,"Quinta","Ferrero",65,Nissan,four,97,"9549",1996/01/22,2009/06/24,2015/11/04
AN604ZV,"Tania","Cattaneo",68,Mitsubishi,four,116,"9279",1997/10/03,2003/07/11,2008/09/30
BQ358IV,"Tania","Cattaneo",68,Mercedes-benz,five,123,"28248",1995/08/03,1997/08/26,2006/04/03
AZ647FF,"GesuË","Albanese",21,Nissan,six,160,"17199",2007/12/09,2010/06/16,2013/03/25
BZ043AK,"GesuË","Albanese",21,Jaguar,six,176,"35550",1995/08/08,2010/04/19,2013/04/16
DP577BJ,"Eracleo","Piccolo",26,Renault,four,68,"9895",2011/03/07,2013/07/31,2014/03/06
DO086FR,"Eracleo","Piccolo",26,Mazda,four,84,"10245",2011/11/13,2015/02/20,2016/02/12
DN724EJ,"Niveo","Carbone",28,Volvo,four,114,"16515",2007/03/04,2009/03/25,2014/03/15
BD785BU,"Niveo","Carbone",28,Plymouth,four,68,"7609",2011/07/15,2014/01/23,2015/01/29
AV682IT,"Olide","Gentile",71,Toyota,six,161,"15998",1998/02/21,2015/06/12,2015/08/01
CM218KD,"Olide","Gentile",71,Saab,four,160,"18620",2013/06/07,2015/05/31,2015/06/26
BF113PZ,"Verginio","Palmieri",73,Mitsubishi,four,88,"8499",2013/02/13,2015/02/09,2015/08/10
DZ382DC,"Verginio","Palmieri",73,Bmw,six,182,"30760",2009/03/16,2014/08/29,2015/04/09
DI621MQ,"Rema","Montanari",44,Toyota,six,156,"15690",1999/02/17,2004/02/20,2011/10/12
AD842XJ,"Rema","Montanari",44,Nissan,four,69,"6849",2013/03/30,2014/06/20,2015/01/20
BT280EP,"Guarina","Albanese",23,Volvo,four,114,"15985",2008/04/29,2011/05/22,2012/09/10
ES581CY,"Guarina","Albanese",23,Toyota,six,161,"15998",2008/03/12,2008/04/11,2015/12/20
DD362DR,"Amberta","Albanese",45,Honda,four,86,"9095",1996/12/18,2012/02/16,2012/06/07
EC528HW,"Amberta","Albanese",45,Nissan,four,69,"7799",1999/03/17,2003/06/21,2007/03/18
BI558LW,"Maggio","Carbone",31,Dodge,four,68,"5572",1992/09/08,2003/08/29,2012/11/16
BN530UA,"Maggio","Carbone",31,Nissan,six,160,"17199",2007/08/26,2014/05/13,2015/04/02
EY113YX,"Cardina","Bruni",28,Volkswagen,four,100,"9995",2013/06/16,2015/09/12,2015/10/15
AV623GW,"Cardina","Bruni",28,Mazda,two,101,"13645",2001/05/12,2009/09/20,2012/10/16
DI007KB,"Dionino","Silvestri",70,Toyota,four,70,"7198",1999/06/23,2009/06/18,2014/10/16
CU550RF,"Dionino","Silvestri",70,Subaru,four,111,"11694",1995/10/20,2004/06/15,2009/11/05
EJ414SC,"Ardengo","Baldi",58,Toyota,six,156,"15690",2012/09/30,2014/10/03,2016/02/01
BZ187WS,"Ardengo","Baldi",58,Nissan,six,152,"13499",2009/12/29,2015/05/23,2016/01/11
BN221BQ,"Abelardo","Vitali",77,Porsche,six,207,"34028",2007/11/13,2012/09/09,2014/04/13
CP662NH,"Abelardo","Vitali",77,Toyota,six,156,"15750",1992/04/02,2003/07/14,2003/12/03
CI173OR,"Nona","Lombardi",27,Mazda,four,68,"6795",1995/05/01,2008/04/16,2010/08/29
BU676QC,"Nona","Lombardi",27,Plymouth,four,68,"6229",2006/04/16,2007/11/01,2010/04/17
BR482WS,"Caro","Pagano",58,Porsche,four,143,"22018",2000/12/24,2002/10/06,2007/03/07
AM214ZO,"Caro","Pagano",58,Renault,four,68,"9295",2001/07/05,2015/04/09,2016/02/08
DA131YU,"Annibalina","Bruno",55,Toyota,four,92,"9988",1992/03/29,1999/11/16,2015/04/03
CN053GE,"Annibalina","Bruno",55,Volkswagen,four,90,"11595",2004/09/14,2006/09/12,2010/01/20
BI706SA,"Derino","Ferrari",34,Toyota,four,62,"5348",1999/08/13,2013/12/26,2014/07/01
AZ830PS,"Derino","Ferrari",34,Subaru,four,82,"7126",1995/06/01,1996/08/18,2003/06/06
AM188WJ,"Oscaro","Ferraro",52,Honda,four,86,"10295",2001/08/07,2003/04/02,2007/07/02
AS617AN,"Oscaro","Ferraro",52,Nissan,four,55,"7099",1998/07/16,2015/03/07,2015/05/24
DN138KE,"Enerina","Albanese",42,Mazda,four,68,"6795",1999/10/25,2006/01/05,2006/06/08
EU422SA,"Enerina","Albanese",42,Mitsubishi,four,116,"9279",1996/06/18,2004/01/04,2004/08/20
DP788RS,"Tarciso","Castelli",34,Mazda,four,84,"11245",2005/08/07,2009/07/31,2010/01/21
CU605YJ,"Tarciso","Castelli",34,Honda,four,58,"6479",2012/07/28,2013/03/01,2014/12/02
EW465GU,"Superia","De Simone",44,Nissan,four,69,"8249",1991/06/08,1998/02/28,2011/12/10
ET303EA,"Superia","De Simone",44,Volkswagen,four,52,"7775",2003/05/28,2011/11/19,2014/07/17
DB553NV,"Mirna","Guidi",61,Honda,four,86,"10295",1999/01/15,2008/06/08,2014/09/10
CC753ZP,"Mirna","Guidi",61,Mazda,four,68,"6695",2012/12/13,2013/07/04,2014/11/13
EH612AS,"Rito","Pagano",66,Porsche,six,207,"37028",2008/09/05,2013/04/30,2014/12/01
EL020WI,"Rito","Pagano",66,Dodge,four,145,"12964",1992/06/23,1997/07/31,1999/04/21
AJ860OX,"Flaviana","Rossetti",69,Volvo,four,114,"15985",1992/04/26,2001/06/21,2002/03/04
CI565HZ,"Flaviana","Rossetti",69,Volkswagen,four,90,"9980",1996/05/04,2012/03/04,2016/03/25
EV045CJ,"Adamo","Fabbri",67,Mazda,four,84,"11245",1999/12/22,2000/11/05,2008/04/14
DS225OI,"Adamo","Fabbri",67,Honda,four,76,"7295",1995/10/22,2002/08/26,2015/01/15
CF320HE,"Egilda","Giordano",53,Toyota,four,116,"11199",2003/08/29,2011/01/29,2012/02/22
BR224BV,"Egilda","Giordano",53,Nissan,four,97,"8949",2010/06/07,2011/11/06,2013/04/13
AF288VQ,"Ario","Pagano",71,Toyota,four,70,"8238",2009/05/05,2012/10/05,2014/11/07
EC023OY,"Ario","Pagano",71,Nissan,four,69,"5499",2004/05/12,2013/03/02,2015/11/15
AP164YY,"Alemanno","Martino",68,Dodge,four,145,"12964",1993/06/10,2007/06/07,2010/12/03
EF037YT,"Alemanno","Martino",68,Mazda,four,84,"10595",2012/04/30,2012/05/19,2015/01/28
DT825FL,"Idilio","Costa",49,Mitsubishi,four,145,"14869",2005/01/28,2012/04/13,2015/08/17
CW664AV,"Idilio","Costa",49,Subaru,four,111,"11694",1990/07/15,2012/03/14,2016/01/24
DM431SG,"Lorenza","Cattaneo",50,Mitsubishi,four,116,"9959",1991/10/05,2011/02/15,2013/11/10
BR004QK,"Lorenza","Cattaneo",50,Mazda,four,120,"18280",1995/01/20,2006/08/14,2012/05/07
EC826HM,"Ezio","Galli",25,Dodge,four,102,"7957",1996/06/28,2013/02/08,2013/03/21
BE150MZ,"Ezio","Galli",25,Plymouth,four,102,"7957",2003/12/04,2011/10/31,2012/10/07
DD620ET,"Lerina","Mancini",36,Saab,four,110,"12170",2010/08/22,2010/12/18,2015/09/04
CL533PH,"Lerina","Mancini",36,Bmw,six,182,"41315",1997/02/13,2001/08/27,2003/06/02
EC656YL,"Valeriano","Mancini",54,Toyota,four,92,"8948",2009/02/23,2013/05/27,2015/10/23
CQ861BM,"Valeriano","Mancini",54,Honda,four,76,"7129",2009/02/21,2009/06/07,2012/04/02
DW820VI,"Fedra","Pozzi",41,Dodge,four,68,"6692",2008/01/12,2009/11/24,2015/07/04
DN462RU,"Fedra","Pozzi",41,Volvo,four,162,"18950",2009/01/01,2009/01/31,2013/04/21
AA200SL,"Levia","Pepe",31,Chevrolet,four,70,"6295",1996/10/05,1998/08/29,2002/02/04
CP014GB,"Levia","Pepe",31,Mazda,two,101,"13645",1998/08/31,1999/10/06,2003/05/31
CJ656EX,"Gianetto","Ferrari",47,Audi,five,160,"16500",2002/04/05,2003/06/08,2012/05/07
CN468ND,"Gianetto","Ferrari",47,Volkswagen,four,90,"11595",1994/12/18,2011/04/08,2012/03/28
CI111CP,"Averardo","Farina",24,Toyota,four,116,"9639",2005/01/12,2010/07/27,2015/06/07
ET300DN,"Averardo","Farina",24,Toyota,four,70,"8058",1997/04/05,2003/11/11,2014/12/12
DZ515XG,"Filindo","Monaco",49,Saab,four,110,"11850",2011/12/04,2015/06/24,2015/10/01
DN546FU,"Filindo","Monaco",49,Toyota,four,62,"6338",1990/03/22,2011/09/01,2013/03/14
BL705CW,"Madio","Zanetti",45,Mazda,four,68,"6095",1992/03/09,2006/09/30,2007/03/14
EC651KS,"Madio","Zanetti",45,Mazda,four,68,"6095",1999/10/09,2011/05/07,2011/12/01
AP132VK,"Gelsino","Monti",63,Isuzu,four,70,"16500",2002/11/14,2008/07/26,2014/06/11
AU840BE,"Gelsino","Monti",63,Mazda,two,101,"10945",1998/12/31,2005/07/11,2008/12/17
AE016PN,"Nizza","Longo",75,Toyota,four,116,"11549",2000/05/25,2013/10/04,2013/11/15
CW721DL,"Nizza","Longo",75,Subaru,four,82,"8013",1992/06/08,2004/07/30,2009/03/10
BF630WZ,"Quartilio","Grimaldi",77,Volvo,four,114,"12940",1998/05/21,1999/10/19,2002/12/25
CP567FW,"Quartilio","Grimaldi",77,Isuzu,four,70,"16500",1989/09/11,2010/03/16,2010/06/18
DO384QZ,"Erlinda","Lorusso",36,Volkswagen,four,52,"7775",1989/07/01,2015/01/31,2015/03/08
EE271FK,"Erlinda","Lorusso",36,Dodge,four,68,"7609",1994/06/02,2011/06/29,2012/03/24
